team_id,system_id,micro_average_P,micro_average_R,micro_average_F,micro_average_SU,macro_average_P,macro_average_R,macro_average_F,macro_average_SU,weighted_average_P,weighted_average_R,weighted_average_F,weighted_average_SU
CompInsights,ssf_baseline_1,0.1437980241492865,0.8926746166950597,0.24769558024107777,0,0.15934211546952803,0.6830182733880842,0.25840145862888714,0.13561170528123714,0.0016368329618214649,0.0036887380855167733,0.0022674932067305057,0.0016219184253875288
CompInsights,ccr_baseline_1,0.14514247625395768,0.8902896081771721,0.2495940395453243,0,0.16955479423026018,0.7371225712940348,0.27569380388351905,0.17878856450162434,0.001673375680608259,0.0038506483449955633,0.002332930220876684,0.0017270427677737574
LSIS_LIA,upd_snippet_S4,0.125,0.00034071550255536625,0.0006795786612300373,0.3333333333333333,0.002754820936639118,6.308750236578134e-05,0.00012335019119279634,0.25895316804407703,6.147896809194626e-05,1.407915299815563e-06,2.7527896160572947e-06,0.0013774104683195593
LSIS_LIA,upd_doc_S4_3,0.13396349413298567,0.14003407155025555,0.13693153423288357,0.3333333333333333,0.11500836355282035,0.08454540939544983,0.09745171977274021,0.25895316804407703,0.0013000123839057688,0.0005786531882241964,0.0008008411096022048,0.0013774104683195593
LSIS_LIA,upd_doc_S4_2,0.13396349413298567,0.14003407155025555,0.13693153423288357,0.3333333333333333,0.11611348921848341,0.0842759746157307,0.09766558862612275,0.25895316804407703,0.0013000123839057688,0.0005786531882241964,0.0008008411096022048,0.0013774104683195593
LSIS_LIA,no_update_S4,0.3333333333333333,0.00034071550255536625,0.0006807351940095302,0.3333333333333333,0.008264462809917356,0.00010078613182826043,0.00019914368216668326,0.25897830046371867,0.00011544905458487617,1.407915299815563e-06,2.781904929756052e-06,0.0013774104683195593
LSIS_LIA,upd_document_S4,0,0,0,0.3333333333333333,0,0,0,0.25895316804407703,0,0,0,0.0013774104683195593
LSIS_LIA,upd_snpt_S4_2,0.1836734693877551,0.06746166950596252,0.09867929230002492,0.3333333333333333,0.14825377363476577,0.0649040863603186,0.09028309561238664,0.25895316804407703,0.001542718365329017,0.0002787672293634814,0.0004722072199132944,0.0013774104683195593
LSIS_LIA,upd_snpt_S4_3,0.1836734693877551,0.06746166950596252,0.09867929230002492,0.33378762067007384,0.14825377363476577,0.0649040863603186,0.09028309561238664,0.25914447505356586,0.001542718365329017,0.0002787672293634814,0.0004722072199132944,0.001379756993819252
LSIS_LIA,no_update_S4_2,0.1013179571663921,0.041908006814310055,0.05929139551699206,0.3333333333333333,0.1418658022557696,0.054676257298835025,0.07893161518323352,0.25895316804407703,0.0014352554862078952,0.00017317358187731412,0.00030905725143549813,0.0013774104683195593
LSIS_LIA,no_update_S4_3,0.1013179571663921,0.041908006814310055,0.05929139551699206,0.3333333333333333,0.1418658022557696,0.054676257298835025,0.07893161518323352,0.26289481244240526,0.0014352554862078952,0.00017317358187731412,0.00030905725143549813,0.0013774104683195593
WiscDEFT,run1,0.16666666666666666,0.00034071550255536625,0.0006800408024481468,0.332992617830778,0.008264462809917356,6.357279084551812e-05,0.00012617500473156268,0.2575363585106056,0.0001830289889760232,1.4079152998155631e-06,2.7943357095576068e-06,0.0013760025530197436
WiscDEFT,test,0,0,0,0.3333333333333333,0,0,0,0.25895316804407703,0,0,0,0.0013774104683195593
WiscDEFT,run2,0.17647058823529413,0.0010221465076660989,0.002032520325203252,0.3324247586598524,0.024793388429752067,0.0033721359940872132,0.005936809574799733,0.2586039427388104,0.00014219944528137186,4.223745899446688e-06,8.203814150848376e-06,0.0013736560275200511
WiscDEFT,baseline2,0.1,0.00034071550255536625,0.0006791171477079796,0.33253833049403747,0.008264462809917356,0.00034435261707988976,0.0006611570247933884,0.2535682951564326,3.3789967195573514e-05,1.407915299815563e-06,2.703197375645881e-06,0.0013745946377199281
WiscDEFT,baseline,0.2,0.0006814310051107325,0.001358234295415959,0.33287904599659285,0.01652892561983471,0.0010956674179814676,0.002055106204952806,0.2576593171465411,4.9277035493544704e-05,2.815830599631126e-06,5.327247080383211e-06,0.0013760025530197436
IRIT,sig_irit_3,0.18780889621087316,0.03884156729131175,0.06437041219649915,0.3327654741624077,0.08126716436375235,0.03541829521641898,0.04933510017773885,0.2572141873278236,0.0011081738144660617,0.0001605023441789741,0.0002803938479769656,0.0013755332479198053
IRIT,sig_irit_2,0.30676328502415456,0.043270868824531517,0.07584353538369662,0.3343554798409994,0.1554904403861306,0.05043641683852174,0.07616666200236999,0.25736824908393985,0.001801459317496949,0.00017880524307657645,0.00032532054309381334,0.0013985291978167922
IRIT,sig_irit_1,0.24453280318091453,0.041908006814310055,0.07155322862129145,0.33287904599659285,0.11885242948012294,0.040211416330445005,0.06009190208316409,0.25870503159941655,0.0010993605827567098,0.0001731735818773142,0.0002992143003806323,0.0013760025530197438
gatordsr,gatordsr_infer,0.14285714285714285,0.016013628620102215,0.02879901960784314,0.3119818285065304,0.0784020375255695,0.010686877806481403,0.01880981470460209,0.20505810581431305,0.001014072706335026,6.617201909133146e-05,0.00012423710461926076,0.0013196859410271212
gatordsr,gatordsr_new,0,0,0,0.3333333333333333,0,0,0,0.25895316804407703,0,0,0,0.0013774104683195593
gatordsr,gatordsr_final,0.14461538461538462,0.016013628620102215,0.028834355828220855,0.31243611584327086,0.07841442183547448,0.010566872086361215,0.018624030484189088,0.2037956841107238,0.0010550825761775932,6.617201909133146e-05,0.00012453361559157722,0.0013154621951276745
uiucGSLIS,static02,0.31657104286196425,0.31959114139693356,0.31807392336385215,0.3471890971039182,0.21709469624223632,0.3304975614043657,0.2620536236587378,0.2804645982991491,0.0019878748645065095,0.0016951300209779373,0.001829867983098913,0.0016862132240791062
uiucGSLIS,static03,0.23054945054945056,0.3574105621805792,0.28029392117568475,0.3505962521294719,0.2505051944771903,0.3149904733582567,0.27907110266327734,0.2658221604234457,0.0023023030424425333,0.001607839272389373,0.0018934007770199418,0.0017035775127768318
uiucGSLIS,static01,0.2214427531436135,0.5700170357751277,0.3189704480457579,0.33356047700170355,0.19084103793895124,0.4270735561154038,0.26380073074685506,0.2617079889807161,0.001685815266925158,0.0024539963675785257,0.001998634192417181,0.001680112257779905
uiucGSLIS,static04,0.23054945054945056,0.3574105621805792,0.28029392117568475,0.3505962521294719,0.2505051944771903,0.3149904733582567,0.27907110266327734,0.2658221604234457,0.0023023030424425333,0.001607839272389373,0.0018934007770199418,0.0017035775127768318
uiucGSLIS,bayes07,0.29366602687140114,0.3649063032367973,0.32543299908842294,0.3429869392390687,0.23782762735624025,0.2917792195874927,0.2620553714771794,0.2669205007067451,0.0021811833730241387,0.001655708392583101,0.0018824631170732177,0.0016829280883795363
uiucGSLIS,bayes06,0.31657104286196425,0.31959114139693356,0.31807392336385215,0.3471890971039182,0.21709469624223632,0.3304975614043657,0.2620536236587378,0.2804645982991491,0.0019878748645065095,0.0016951300209779373,0.001829867983098913,0.0016862132240791062
uiucGSLIS,bayes05,0.31657104286196425,0.31959114139693356,0.31807392336385215,0.3471890971039182,0.21709469624223632,0.3304975614043657,0.2620536236587378,0.2804645982991491,0.0019878748645065095,0.0016951300209779373,0.001829867983098913,0.0016862132240791062
uiucGSLIS,bayes04,0.3084397556912826,0.37853492333901195,0.33991127428484014,0.351618398637138,0.24118842968427953,0.2939471287316085,0.2649670546986194,0.26917963689653096,0.0021881914873857124,0.0017429991411716662,0.0019403871465943484,0.0017223497167743718
uiucGSLIS,bayes03,0.3024515393386545,0.3614991482112436,0.32934968182523666,0.34684838160136283,0.24724561211418805,0.281533804520737,0.2632780158975964,0.27409308869031335,0.0021224871426093472,0.0016402213242851307,0.001850448262180764,0.0016744805965806422
uiucGSLIS,bayes02,0.3333333333333333,0.37444633730834753,0.35269576379974327,0.3887563884156729,0.25824556383361136,0.2657141343360305,0.2619266202338764,0.27767255401338636,0.002253504011815333,0.0015472989144973029,0.001834793531207869,0.0017214111065744946
uiucGSLIS,bayes01,0.31291921843102943,0.365587734241908,0.3372093023255814,0.363657013060761,0.2433414874874142,0.29151959252619203,0.26526069638584976,0.2718936409210345,0.0022397513150446665,0.001657116307882917,0.001904877860323303,0.0017425298360717284
uiucGSLIS,bayes09,0.3328781153977467,0.3321976149914821,0.332537517053206,0.3775127768313458,0.23534410306518194,0.28072978394719567,0.2560412408742956,0.27152810485697515,0.002142656461803487,0.0015571543215960122,0.0018035769743485592,0.0017880524307657651
uiucGSLIS,bayes08,0.3086892488954345,0.35706984667802383,0.3311216429699842,0.3585462805224304,0.2541139969469509,0.2889315214173166,0.27040659122820604,0.279335987928156,0.0022094979820843274,0.0016331817477860527,0.001878122575795282,0.001676357816980397
RetrieWin,Submission_2,0.2867132867132867,0.013969335604770016,0.02664067576348278,0.3333333333333333,0.09547573638482729,0.021836808524935466,0.03554411637419321,0.25895316804407703,0.0004012703006043566,5.772452729243809e-05,0.00010092984500509128,0.0013802262989191904
UMass_CIIR,T2ELMaxTO_1,0.2222222222222222,0.10971039182282794,0.1468978102189781,0.3333333333333333,0.14665438909104636,0.1241797146364551,0.1344845419159857,0.25895316804407703,0.0014148307967978902,0.0004547566418404266,0.0006882841514947662,0.0013905510111178374
UMass_CIIR,T2ELMax_1,0.21367521367521367,0.11073253833049404,0.14587073608617593,0.3333333333333333,0.13880672901742405,0.12572488663617257,0.13194234063051427,0.25895316804407703,0.0013387312242560134,0.0004603883030396888,0.000685153139867144,0.0013806956040191285
UMass_CIIR,wsdm_tsdm_r,0.15192906781691828,0.8640545144804088,0.2584195241249299,0.3331061896649631,0.1766065611806542,0.5809561578224831,0.2708704286947079,0.2561726011173759,0.0017949376489424542,0.003570473200332268,0.0023889230300724344,0.0017622406502691462
UMass_CIIR,wsdm_tsdm_s,0.21594258618480072,0.5741056218057922,0.3138387036692122,0.3317433276547416,0.17818074457301944,0.5809561578224831,0.2727181367114209,0.2504333908327111,0.0017952058232852761,0.003570473200332268,0.002389160534168165,0.0018462462631581413
UMass_CIIR,wrm_tsdm_r,0.1605305282414818,0.23918228279386713,0.1921182266009852,0.3332197614991482,0.13733777317769796,0.18610215934939997,0.15804391219668812,0.258927422054015,0.0012137349297692832,0.0009883565404705252,0.0010895122863396475,0.0013769411632196208
UMass_CIIR,wrm_tsdm_s,0.1648222274546739,0.23850085178875638,0.19493177387914232,0.3326519023282226,0.13849889011257738,0.18552940958833852,0.1586010687026052,0.2558963408257073,0.0012397268240626753,0.000985540709870894,0.0010981162809425972,0.0014670477424078162
UMass_CIIR,wrm_tskq_s,0.1648222274546739,0.23850085178875638,0.19493177387914232,0.3326519023282226,0.13849889011257738,0.18552940958833852,0.1586010687026052,0.2558963408257073,0.0012397268240626753,0.000985540709870894,0.0010981162809425972,0.0014670477424078162
UMass_CIIR,T2ELMax_tw,0.2129750982961992,0.11073253833049404,0.1457072405290294,0.3333333333333333,0.13865963148664606,0.12642118135886135,0.13225788944251196,0.25895316804407703,0.0013259883181356747,0.00047024371013839776,0.0006942729630752951,0.0013792876887193132
UMass_CIIR,wrtn_tsdm_r,0.14441583084846843,0.7260647359454855,0.2409134588208694,0.332992617830778,0.14697581738444787,0.5383690629970661,0.23091215927503533,0.2575757575757575,0.001374556138830551,0.0030002675039069652,0.001885349651739811,0.0015444830838976728
UMass_CIIR,wrtn_tsdm_s,0.20192009910188913,0.4442930153321976,0.27765357180879374,0.33197047132311186,0.1543289512931774,0.5383690629970661,0.2398907783391289,0.2557767565201719,0.0013894455844968197,0.0029383192307150807,0.0018867174420425445,0.0017063933433764627
UMass_CIIR,T2ELMax_TO_1_tw,0.2222222222222222,0.10971039182282794,0.1468978102189781,0.3333333333333333,0.14665438909104636,0.1241797146364551,0.1344845419159857,0.25895316804407703,0.0014148307967978902,0.0004547566418404266,0.0006882841514947662,0.0013905510111178374
UMass_CIIR,wrtn_tskq_s,0.20192009910188913,0.4442930153321976,0.27765357180879374,0.33197047132311186,0.1543289512931774,0.5383690629970661,0.2398907783391289,0.2557767565201719,0.0013894455844968197,0.0029383192307150807,0.0018867174420425445,0.0017063933433764627
UMass_CIIR,wrtn_tskq_r,0.14441583084846843,0.7260647359454855,0.2409134588208694,0.332992617830778,0.14697581738444787,0.5383690629970661,0.23091215927503533,0.2575757575757575,0.001374556138830551,0.0030002675039069652,0.001885349651739811,0.0015444830838976728
UMass_CIIR,T2ELMax_TO_tw,0.21835231078365708,0.1110732538330494,0.14724480578139115,0.3333333333333333,0.1464941628634494,0.1246608565465885,0.1346985046514466,0.25895316804407703,0.0013909424415778705,0.0004603883030396888,0.0006917981912909929,0.0013900817060178991
UMass_CIIR,top2LinkedProb,0.22096317280453256,0.10630323679727427,0.14354727398205655,0.3282226007950028,0.1346144384208826,0.11934172747951571,0.12651883893328084,0.22530209652878042,0.0013016508312820388,0.00043926957354245544,0.0006568658785018787,0.0014069766896156856
UMass_CIIR,wrm_trm_r,0.1605305282414818,0.23918228279386713,0.1921182266009852,0.3332197614991482,0.13733777317769796,0.18610215934939997,0.15804391219668812,0.258927422054015,0.0012137349297692832,0.0009883565404705252,0.0010895122863396475,0.0013769411632196208
UMass_CIIR,wrm_trm_s,0.1648222274546739,0.23850085178875638,0.19493177387914232,0.3326519023282226,0.13849889011257738,0.18552940958833852,0.1586010687026052,0.2558963408257073,0.0012397268240626753,0.000985540709870894,0.0010981162809425972,0.0014670477424078162
UMass_CIIR,wrt_tsdm_s,0.1915774939592682,0.5672913117546848,0.2864269740237399,0.3317433276547416,0.1591389852499848,0.47377469519328286,0.2382505752676273,0.25575101053010985,0.0013935458600764967,0.002894673856420798,0.0018813685098121836,0.0016083085774893115
UMass_CIIR,wrt_tsdm_r,0.14488286066584463,0.7206132879045997,0.2412593395311698,0.33356047700170355,0.14729961107441028,0.5196267138676668,0.22953303834041583,0.2591023634449608,0.001369428287972112,0.0029777408591099164,0.0018760726480830231,0.0015388514226984105
UMass_CIIR,wrn_tskq_s,0.2235440340909091,0.4289608177172061,0.29391852457102835,0.32663259511641113,0.15962225088465132,0.529588071261529,0.245306946980103,0.2509409929409642,0.001395976140340366,0.002997451673307334,0.0019048320333212513,0.0018152721265621988
UMass_CIIR,T2ELMax,0.2129750982961992,0.11073253833049404,0.1457072405290294,0.3333333333333333,0.13865963148664606,0.12642118135886135,0.13225788944251196,0.25895316804407703,0.0013259883181356747,0.00047024371013839776,0.0006942729630752951,0.0013792876887193132
