team_id,system_id,micro_average_P,micro_average_R,micro_average_F,micro_average_SU,macro_average_P,macro_average_R,macro_average_F,macro_average_SU,weighted_average_P,weighted_average_R,weighted_average_F,weighted_average_SU
CompInsights,ssf_baseline_1,0.145113396737961,0.8595462656130513,0.2483063328424153,0,0.15583800964559175,0.6662515594528412,0.2525936852897124,0.1331288994439345,0.0014458934803493703,0.0030480364028831605,0.0019613728194736355,0.0014809310913573282
CompInsights,ccr_baseline_1,0.14620899413426028,0.8577619169003314,0.24983294973643178,0,0.164602081489908,0.7126814888614941,0.2674365746048104,0.17496141586912067,0.0014693550417111665,0.0031519878223171946,0.0020043477986382736,0.00155203988841945
LSIS_LIA,upd_snippet_S4,0.125,0.0002549069589599796,0.0005087763927753753,0.3333333333333333,0.002364066193853428,5.413892046992583e-05,0.00010585371017254153,0.2553191489361705,3.9471408538720244e-05,9.039253863829064e-07,1.7673765017337425e-06,0.0011820330969267135
LSIS_LIA,upd_doc_S4_3,0.13457823567289118,0.10655110884527147,0.1189358372456964,0.3333333333333333,0.11058819196322231,0.07318043785365669,0.0880769728476206,0.2553191489361705,0.0009811677121549563,0.0003778408115080547,0.00054558186815031,0.0011820330969267135
LSIS_LIA,upd_doc_S4_2,0.13457823567289118,0.10655110884527147,0.1189358372456964,0.3333333333333333,0.11282523896844417,0.07277487509709894,0.08847885374498503,0.2553191489361705,0.0009811677121549563,0.0003778408115080547,0.00054558186815031,0.0011820330969267135
LSIS_LIA,no_update_S4,1.0,0.0002549069589599796,0.0005096839959225281,0.33350327130597335,0.0070921985815602835,8.64902266043937e-05,0.0001708963513628984,0.2553768090872401,7.412188168339832e-05,9.039253863829064e-07,1.7860694381541763e-06,0.0011826357138509688
LSIS_LIA,upd_document_S4,0,0,0,0.3333333333333333,0,0,0,0.2553191489361705,0,0,0,0.0011820330969267135
LSIS_LIA,upd_snpt_S4_2,0.18738898756660746,0.053785368340555695,0.08358090711031887,0.3333333333333333,0.14396952962592438,0.05797578675786524,0.08266343482173233,0.2553191489361705,0.001176110083445242,0.00019072825652679328,0.0003282281732069087,0.0011820330969267135
LSIS_LIA,upd_snpt_S4_3,0.18623124448367168,0.053785368340555695,0.08346518987341772,0.33367320927861327,0.14259129983314414,0.05797578675786524,0.08243468989017821,0.25548332019963255,0.001167039903492925,0.00019072825652679328,0.00032787259658109837,0.0011835396392373516
LSIS_LIA,no_update_S4_2,0.10313531353135313,0.03186336986999745,0.04868549172346641,0.3333333333333333,0.1289010097587123,0.04700227933356455,0.0688860486727935,0.2553191489361705,0.0010791730418944518,0.00011299067329786332,0.00020456332809774716,0.0011820330969267135
LSIS_LIA,no_update_S4_3,0.10262725779967159,0.03186336986999745,0.048628671464695586,0.3333333333333333,0.12883519200672433,0.04700227933356455,0.06887664655930477,0.2588261193748006,0.0010787616531248536,0.00011299067329786332,0.00020455593467204807,0.0011820330969267135
WiscDEFT,run1,0.14285714285714285,0.0002549069589599796,0.0005089058524173029,0.33299345738805336,0.0070921985815602835,5.455537370430988e-05,0.00010827784093985166,0.2539851019842789,0.00011751030022977784,9.039253863829064e-07,1.794050385187448e-06,0.0011808278630782028
WiscDEFT,test,0,0,0,0.3333333333333333,0,0,0,0.2553191489361705,0,0,0,0.0011820330969267135
WiscDEFT,run2,0.16666666666666666,0.0007647208768799389,0.0015224562293834054,0.33256861245645336,0.02127659574468085,0.0028938188318053393,0.005094708925891971,0.25490125582550427,9.129646402467355e-05,2.711776159148719e-06,5.267103693731166e-06,0.0011793213207675645
WiscDEFT,baseline2,0.07692307692307693,0.0002549069589599796,0.0005081300813008131,0.3324836434701334,0.0070921985815602835,0.0002955082742316785,0.0005673758865248227,0.24797941168270723,2.1694209273189756e-05,9.039253863829064e-07,1.7355367418551803e-06,0.0011793213207675647
WiscDEFT,baseline,0.15384615384615385,0.0005098139179199592,0.0010162601626016261,0.3327385504290934,0.014184397163120567,0.0009402535998280679,0.0017636017787183655,0.2514901468657082,3.1637388523401726e-05,1.8078507727658129e-06,3.4202582187461326e-06,0.001180225246153948
IRIT,sig_irit_3,0.19574468085106383,0.035177160336477185,0.05963699222126188,0.33290848840173337,0.07762012765336983,0.030864073349074216,0.04416630792541189,0.25382683215130053,0.0010923359316977192,0.0001247417033208411,0.0002239131519600284,0.001180827863078203
IRIT,sig_irit_2,0.4887955182072829,0.08896252867703289,0.15052835885270652,0.36162800577789106,0.14690438624035368,0.04770359903508401,0.07202035340724981,0.254785997938665,0.0016340585719785044,0.00031546995984763434,0.0005288421109773367,0.0013112944271794693
IRIT,sig_irit_1,0.2746031746031746,0.044098903900076473,0.07599385020865364,0.33299345738805336,0.12056801302156554,0.037747031526709815,0.05749402530408311,0.252292852764408,0.0011682252818557234,0.0001563790918442428,0.0002758348262670956,0.001195591977722457
gatordsr,gatordsr_infer,0.15591397849462366,0.014784603619678817,0.027008149010477298,0.31650947404197466,0.08962160667087878,0.009866473086020755,0.01777598225445377,0.20213914766100416,0.001215883976773257,5.242767241020858e-05,0.00010052098293685057,0.0011425616883879934
gatordsr,gatordsr_new,0,0,0,0.3333333333333333,0,0,0,0.2553191489361705,0,0,0,0.0011820330969267135
gatordsr,gatordsr_final,0.1565934065934066,0.014529696660718837,0.02659202239328201,0.31693431897357466,0.08915942110231023,0.009667648932488443,0.017443843714834928,0.20112099680876055,0.0012485260002521887,5.152374702382567e-05,9.896350185744854e-05,0.0011398499122288448
uiucGSLIS,static02,0.22886463593419124,0.35814427733877136,0.2792685350824886,0.34429433256861247,0.20827993905414052,0.3140057480765904,0.2504418546536651,0.27518943385416117,0.0017901434045647846,0.0014417609912807355,0.0015971752956663637,0.0014152458466135038
