team_id,system_id,micro_average_P,micro_average_R,micro_average_F,micro_average_SU,macro_average_P,macro_average_R,macro_average_F,macro_average_SU,weighted_average_P,weighted_average_R,weighted_average_F,weighted_average_SU
CompInsights,ssf_baseline_1,0.4826511068549285,0.7510396451344608,0.5876515089888555,0.5656824692727105,0.5111016358926456,0.8406410279549276,0.6357023656607582,0.527451494154132,0.0024994675088527243,0.002761175165935517,0.002623811591151137,0.0024591344716428294
CompInsights,ccr_baseline_1,0.4911868891639281,0.797685056833934,0.6079928154467894,0.5896867202661492,0.5262749469972793,0.8876453491249743,0.6607805409460449,0.5503878392621181,0.0025029093586513736,0.002944387139385835,0.0027057583993516684,0.0025582575003941137
LSIS_LIA,upd_snippet_S4,0.6019889502762431,0.37759911283615194,0.46409404548939437,0.5018482580168192,0.5201928574910806,0.38857533292147967,0.4448529667201669,0.4338618610865248,0.002328889566320187,0.0013900157373734079,0.0017409387351566222,0.0019246175736721083
LSIS_LIA,upd_doc_S4_3,0.6011027462623264,0.39291655115054064,0.4752085167022927,0.5083633675261067,0.5145625226279955,0.37732398997054867,0.4353845055053541,0.42836026061278726,0.0023298637613987654,0.001444546143935811,0.0017833758371964814,0.0019582531515517218
LSIS_LIA,upd_doc_S4_2,0.6007628734901462,0.3929858608261713,0.47515293723288354,0.5082940578504759,0.5140287306798437,0.37732398997054867,0.43519331264977124,0.4282886918845013,0.0023297527401043446,0.0014442913289518747,0.001783149120447884,0.001958168213223743
LSIS_LIA,no_update_S4,0.5895658518788763,0.3360133074577211,0.42806057127720637,0.47936881988725627,0.5084545088593141,0.39378179464389423,0.4438307973553816,0.43608481522153403,0.002340848321965394,0.0012353430421239745,0.001617223684529465,0.001830930597911469
LSIS_LIA,upd_document_S4,0.6007628734901462,0.3929858608261713,0.47515293723288354,0.5082940578504759,0.5140287306798437,0.37732398997054867,0.43519331264977124,0.4282886918845013,0.0023297527401043446,0.0014442913289518747,0.001783149120447884,0.001958168213223743
LSIS_LIA,upd_snpt_S4_2,0.6019889502762431,0.37759911283615194,0.46409404548939437,0.5018482580168192,0.5201928574910806,0.38857533292147967,0.4448529667201669,0.4338618610865248,0.002328889566320187,0.0013900157373734079,0.0017409387351566222,0.0019246175736721083
LSIS_LIA,upd_snpt_S4_3,0.6011248345831496,0.3778070418630441,0.4639938712972421,0.5016865354403475,0.5174046627045643,0.38984923609768385,0.4446601172506404,0.4338359492062722,0.0023284224055163034,0.0013900157373734079,0.00174080819018562,0.001924023005376257
LSIS_LIA,no_update_S4_2,0.5884153808474161,0.3330329914056002,0.4253341595113747,0.47770538767211906,0.5081321010529205,0.3918230933704084,0.44246178678470266,0.4346723303289588,0.0023402344231028215,0.0012243859978147075,0.001607660800256279,0.0018215873818337982
LSIS_LIA,no_update_S4_3,0.5884153808474161,0.3330329914056002,0.4253341595113747,0.47770538767211906,0.5081321010529205,0.3918230933704084,0.44246178678470266,0.4346723303289588,0.0023402344231028215,0.0012243859978147075,0.001607660800256279,0.0018215873818337982
WiscDEFT,run1,0.7142857142857143,0.0003465483781535902,0.000692760651195012,0.3335181591350152,0.03676470588235294,0.00018553140301915086,0.00036919965689311983,0.32852511162339737,0.00048312920954353465,1.2740749196823172e-06,2.5414477093294828e-06,0.0012261697027022619
WiscDEFT,test,0,0,0,0.3333333333333333,0,0,0,0.328431372549019,0,0,0,0.0012254901960784314
WiscDEFT,run2,0.9444444444444444,0.0011782644857222069,0.002353592690017998,0.33409573976527124,0.10294117647058824,0.0016637742647204335,0.003274622835494497,0.32952304838936486,0.0010235917904727735,4.331854726919878e-06,8.627199027286638e-06,0.0012282931609017328
